=== KSP CRIME DATABASE LOOKUP ===
=== Employee (1000 records) ===

  ROWID: 47995000000334454, EmployeeID: 1, DistrictID: 47995000000332126, UnitID: 47995000000334324, RankID: 47995000000332225, DesignationID: 47995000000332253, KGID: KAR000000001, FirstName: Kavya, EmployeeDOB: 1988-12-18, GenderID: 2, BloodGroupID: 8, PhysicallyChallenged: false, AppointmentDate: 2021-03-10
  ROWID: 47995000000334722, EmployeeID: 269, DistrictID: 47995000000332119, UnitID: 47995000000334354, RankID: 47995000000332222, DesignationID: 47995000000332253, KGID: KAR000000269, FirstName: Yamuna, EmployeeDOB: 1983-10-22, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2016-04-05
  ROWID: 47995000000334723, EmployeeID: 270, DistrictID: 47995000000332142, UnitID: 47995000000334354, RankID: 47995000000332229, DesignationID: 47995000000332246, KGID: KAR000000270, FirstName: Ramachandra, EmployeeDOB: 1993-04-06, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2016-07-25
  ROWID: 47995000000334724, EmployeeID: 271, DistrictID: 47995000000332128, UnitID: 47995000000334354, RankID: 47995000000332229, DesignationID: 47995000000332252, KGID: KAR000000271, FirstName: Girish, EmployeeDOB: 1986-03-26, GenderID: 1, BloodGroupID: 4, PhysicallyChallenged: false, AppointmentDate: 2010-07-19
  ROWID: 47995000000334725, EmployeeID: 272, DistrictID: 47995000000332148, UnitID: 47995000000334354, RankID: 47995000000332230, DesignationID: 47995000000332245, KGID: KAR000000272, FirstName: Roopa, EmployeeDOB: 2001-03-19, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2024-05-10
  ROWID: 47995000000334726, EmployeeID: 273, DistrictID: 47995000000332127, UnitID: 47995000000334355, RankID: 47995000000332227, DesignationID: 47995000000332246, KGID: KAR000000273, FirstName: Mallikarjun, EmployeeDOB: 1975-03-06, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: true, AppointmentDate: 2011-04-27
  ROWID: 47995000000334727, EmployeeID: 274, DistrictID: 47995000000332120, UnitID: 47995000000334355, RankID: 47995000000332222, DesignationID: 47995000000332246, KGID: KAR000000274, FirstName: Uday, EmployeeDOB: 1991-08-25, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2023-01-17
  ROWID: 47995000000334728, EmployeeID: 275, DistrictID: 47995000000332137, UnitID: 47995000000334355, RankID: 47995000000332224, DesignationID: 47995000000332247, KGID: KAR000000275, FirstName: Sara, EmployeeDOB: 1990-08-18, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2022-09-24
  ROWID: 47995000000334729, EmployeeID: 276, DistrictID: 47995000000332119, UnitID: 47995000000334355, RankID: 47995000000332231, DesignationID: 47995000000332251, KGID: KAR000000276, FirstName: Chandrashekar, EmployeeDOB: 1992-07-05, GenderID: 1, BloodGroupID: 8, PhysicallyChallenged: false, AppointmentDate: 2017-08-01
  ROWID: 47995000000334730, EmployeeID: 277, DistrictID: 47995000000332124, UnitID: 47995000000334355, RankID: 47995000000332231, DesignationID: 47995000000332247, KGID: KAR000000277, FirstName: Chandan, EmployeeDOB: 1988-04-12, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2015-07-07
  ROWID: 47995000000334731, EmployeeID: 278, DistrictID: 47995000000332128, UnitID: 47995000000334355, RankID: 47995000000332225, DesignationID: 47995000000332240, KGID: KAR000000278, FirstName: Sanjay, EmployeeDOB: 1988-11-06, GenderID: 1, BloodGroupID: 2, PhysicallyChallenged: false, AppointmentDate: 2013-01-08
  ROWID: 47995000000334732, EmployeeID: 279, DistrictID: 47995000000332133, UnitID: 47995000000334355, RankID: 47995000000332226, DesignationID: 47995000000332241, KGID: KAR000000279, FirstName: Karthik, EmployeeDOB: 1987-03-27, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2024-09-04
  ROWID: 47995000000334733, EmployeeID: 280, DistrictID: 47995000000332121, UnitID: 47995000000334355, RankID: 47995000000332226, DesignationID: 47995000000332240, KGID: KAR000000280, FirstName: Devaraj, EmployeeDOB: 1994-04-10, GenderID: 1, BloodGroupID: 8, PhysicallyChallenged: false, AppointmentDate: 2016-09-09
  ROWID: 47995000000334734, EmployeeID: 281, DistrictID: 47995000000332121, UnitID: 47995000000334356, RankID: 47995000000332223, DesignationID: 47995000000332242, KGID: KAR000000281, FirstName: Krishna, EmployeeDOB: 1983-08-27, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2016-08-25
  ROWID: 47995000000334735, EmployeeID: 282, DistrictID: 47995000000332144, UnitID: 47995000000334356, RankID: 47995000000332227, DesignationID: 47995000000332241, KGID: KAR000000282, FirstName: Kavitha, EmployeeDOB: 1978-10-18, GenderID: 2, BloodGroupID: 8, PhysicallyChallenged: false, AppointmentDate: 2016-03-07
  ROWID: 47995000000334736, EmployeeID: 283, DistrictID: 47995000000332142, UnitID: 47995000000334356, RankID: 47995000000332224, DesignationID: 47995000000332253, KGID: KAR000000283, FirstName: Anand, EmployeeDOB: 1989-05-10, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2022-06-21
  ROWID: 47995000000334737, EmployeeID: 284, DistrictID: 47995000000332125, UnitID: 47995000000334356, RankID: 47995000000332221, DesignationID: 47995000000332249, KGID: KAR000000284, FirstName: Satish, EmployeeDOB: 1986-11-19, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2021-11-11
  ROWID: 47995000000334738, EmployeeID: 285, DistrictID: 47995000000332121, UnitID: 47995000000334356, RankID: 47995000000332223, DesignationID: 47995000000332241, KGID: KAR000000285, FirstName: Rahul, EmployeeDOB: 1976-06-10, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2013-10-05
  ROWID: 47995000000334739, EmployeeID: 286, DistrictID: 47995000000332142, UnitID: 47995000000334356, RankID: 47995000000332226, DesignationID: 47995000000332241, KGID: KAR000000286, FirstName: Suresh, EmployeeDOB: 1981-01-02, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2020-04-10
  ROWID: 47995000000334740, EmployeeID: 287, DistrictID: 47995000000332122, UnitID: 47995000000334356, RankID: 47995000000332221, DesignationID: 47995000000332247, KGID: KAR000000287, FirstName: Channabasava, EmployeeDOB: 1988-04-16, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2018-07-05
  ROWID: 47995000000334741, EmployeeID: 288, DistrictID: 47995000000332135, UnitID: 47995000000334356, RankID: 47995000000332226, DesignationID: 47995000000332240, KGID: KAR000000288, FirstName: Bheemesh, EmployeeDOB: 1991-10-18, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2023-01-01
  ROWID: 47995000000334742, EmployeeID: 289, DistrictID: 47995000000332146, UnitID: 47995000000334357, RankID: 47995000000332223, DesignationID: 47995000000332241, KGID: KAR000000289, FirstName: Venkatesh, EmployeeDOB: 1993-05-02, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2018-06-11
  ROWID: 47995000000334743, EmployeeID: 290, DistrictID: 47995000000332144, UnitID: 47995000000334357, RankID: 47995000000332222, DesignationID: 47995000000332245, KGID: KAR000000290, FirstName: Achyuta, EmployeeDOB: 1972-07-05, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2012-12-18
  ROWID: 47995000000334744, EmployeeID: 291, DistrictID: 47995000000332136, UnitID: 47995000000334357, RankID: 47995000000332231, DesignationID: 47995000000332247, KGID: KAR000000291, FirstName: Siddharth, EmployeeDOB: 1986-12-03, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2011-05-14
  ROWID: 47995000000334745, EmployeeID: 292, DistrictID: 47995000000332120, UnitID: 47995000000334357, RankID: 47995000000332223, DesignationID: 47995000000332240, KGID: KAR000000292, FirstName: Naveen, EmployeeDOB: 1986-10-25, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2010-02-16
  ROWID: 47995000000334746, EmployeeID: 293, DistrictID: 47995000000332122, UnitID: 47995000000334357, RankID: 47995000000332225, DesignationID: 47995000000332243, KGID: KAR000000293, FirstName: Rahul, EmployeeDOB: 1990-01-02, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2017-02-11
  ROWID: 47995000000334747, EmployeeID: 294, DistrictID: 47995000000332141, UnitID: 47995000000334357, RankID: 47995000000332222, DesignationID: 47995000000332238, KGID: KAR000000294, FirstName: Dinesh, EmployeeDOB: 1977-11-05, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: true, AppointmentDate: 2015-12-27
  ROWID: 47995000000334748, EmployeeID: 295, DistrictID: 47995000000332135, UnitID: 47995000000334357, RankID: 47995000000332225, DesignationID: 47995000000332244, KGID: KAR000000295, FirstName: Pranav, EmployeeDOB: 1977-05-27, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2011-07-07
  ROWID: 47995000000334749, EmployeeID: 296, DistrictID: 47995000000332123, UnitID: 47995000000334357, RankID: 47995000000332227, DesignationID: 47995000000332251, KGID: KAR000000296, FirstName: Revathi, EmployeeDOB: 1992-10-28, GenderID: 2, BloodGroupID: 4, PhysicallyChallenged: false, AppointmentDate: 2018-04-20
  ROWID: 47995000000334750, EmployeeID: 297, DistrictID: 47995000000332138, UnitID: 47995000000334358, RankID: 47995000000332228, DesignationID: 47995000000332238, KGID: KAR000000297, FirstName: Kavitha, EmployeeDOB: 1990-07-22, GenderID: 2, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2016-12-09
  ROWID: 47995000000334751, EmployeeID: 298, DistrictID: 47995000000332137, UnitID: 47995000000334358, RankID: 47995000000332222, DesignationID: 47995000000332245, KGID: KAR000000298, FirstName: Gururaj, EmployeeDOB: 1994-04-12, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2017-04-24
  ROWID: 47995000000334752, EmployeeID: 299, DistrictID: 47995000000332149, UnitID: 47995000000334358, RankID: 47995000000332224, DesignationID: 47995000000332246, KGID: KAR000000299, FirstName: Mala, EmployeeDOB: 1994-08-27, GenderID: 2, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2016-12-04
  ROWID: 47995000000334753, EmployeeID: 300, DistrictID: 47995000000332133, UnitID: 47995000000334358, RankID: 47995000000332223, DesignationID: 47995000000332242, KGID: KAR000000300, FirstName: Uma, EmployeeDOB: 1987-01-06, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2021-06-14
  ROWID: 47995000000334754, EmployeeID: 301, DistrictID: 47995000000332133, UnitID: 47995000000334358, RankID: 47995000000332231, DesignationID: 47995000000332244, KGID: KAR000000301, FirstName: Lakshmi, EmployeeDOB: 1988-01-31, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2016-07-12
  ROWID: 47995000000334755, EmployeeID: 302, DistrictID: 47995000000332134, UnitID: 47995000000334358, RankID: 47995000000332225, DesignationID: 47995000000332251, KGID: KAR000000302, FirstName: Rajesh, EmployeeDOB: 2000-07-27, GenderID: 1, BloodGroupID: 8, PhysicallyChallenged: false, AppointmentDate: 2023-08-06
  ROWID: 47995000000334756, EmployeeID: 303, DistrictID: 47995000000332128, UnitID: 47995000000334358, RankID: 47995000000332224, DesignationID: 47995000000332251, KGID: KAR000000303, FirstName: Manjunath, EmployeeDOB: 1987-01-27, GenderID: 1, BloodGroupID: 8, PhysicallyChallenged: true, AppointmentDate: 2014-05-09
  ROWID: 47995000000334757, EmployeeID: 304, DistrictID: 47995000000332144, UnitID: 47995000000334358, RankID: 47995000000332229, DesignationID: 47995000000332240, KGID: KAR000000304, FirstName: Ravi, EmployeeDOB: 1983-09-27, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2019-11-08
  ROWID: 47995000000334758, EmployeeID: 305, DistrictID: 47995000000332145, UnitID: 47995000000334359, RankID: 47995000000332228, DesignationID: 47995000000332250, KGID: KAR000000305, FirstName: Ramesh, EmployeeDOB: 1995-06-12, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2017-08-05
  ROWID: 47995000000334759, EmployeeID: 306, DistrictID: 47995000000332126, UnitID: 47995000000334359, RankID: 47995000000332229, DesignationID: 47995000000332242, KGID: KAR000000306, FirstName: Vivaan, EmployeeDOB: 1988-06-26, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2018-12-04
  ROWID: 47995000000334760, EmployeeID: 307, DistrictID: 47995000000332142, UnitID: 47995000000334359, RankID: 47995000000332227, DesignationID: 47995000000332238, KGID: KAR000000307, FirstName: Lokesh, EmployeeDOB: 1987-11-27, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2017-05-09
  ROWID: 47995000000334761, EmployeeID: 308, DistrictID: 47995000000332137, UnitID: 47995000000334359, RankID: 47995000000332229, DesignationID: 47995000000332243, KGID: KAR000000308, FirstName: Ramachandra, EmployeeDOB: 1977-09-14, GenderID: 1, BloodGroupID: 8, PhysicallyChallenged: false, AppointmentDate: 2010-03-01
  ROWID: 47995000000334762, EmployeeID: 309, DistrictID: 47995000000332137, UnitID: 47995000000334359, RankID: 47995000000332226, DesignationID: 47995000000332238, KGID: KAR000000309, FirstName: Arun, EmployeeDOB: 1978-10-16, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2013-12-10
  ROWID: 47995000000334763, EmployeeID: 310, DistrictID: 47995000000332137, UnitID: 47995000000334359, RankID: 47995000000332224, DesignationID: 47995000000332250, KGID: KAR000000310, FirstName: Pavan, EmployeeDOB: 1983-09-17, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2021-02-13
  ROWID: 47995000000334764, EmployeeID: 311, DistrictID: 47995000000332129, UnitID: 47995000000334359, RankID: 47995000000332221, DesignationID: 47995000000332248, KGID: KAR000000311, FirstName: Pranav, EmployeeDOB: 1985-03-27, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2020-08-08
  ROWID: 47995000000334765, EmployeeID: 312, DistrictID: 47995000000332122, UnitID: 47995000000334359, RankID: 47995000000332230, DesignationID: 47995000000332242, KGID: KAR000000312, FirstName: Gururaj, EmployeeDOB: 1977-08-06, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2016-08-14
  ROWID: 47995000000334766, EmployeeID: 313, DistrictID: 47995000000332136, UnitID: 47995000000334360, RankID: 47995000000332228, DesignationID: 47995000000332242, KGID: KAR000000313, FirstName: Kiran, EmployeeDOB: 1993-04-06, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2016-06-04
  ROWID: 47995000000334767, EmployeeID: 314, DistrictID: 47995000000332132, UnitID: 47995000000334360, RankID: 47995000000332222, DesignationID: 47995000000332246, KGID: KAR000000314, FirstName: Raj, EmployeeDOB: 1986-09-15, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2016-02-11
  ROWID: 47995000000334768, EmployeeID: 315, DistrictID: 47995000000332127, UnitID: 47995000000334360, RankID: 47995000000332230, DesignationID: 47995000000332245, KGID: KAR000000315, FirstName: Omkar, EmployeeDOB: 1993-07-28, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2015-11-25
  ROWID: 47995000000334769, EmployeeID: 316, DistrictID: 47995000000332147, UnitID: 47995000000334360, RankID: 47995000000332226, DesignationID: 47995000000332241, KGID: KAR000000316, FirstName: Ishaan, EmployeeDOB: 1995-06-28, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2017-10-09
  ROWID: 47995000000334770, EmployeeID: 317, DistrictID: 47995000000332130, UnitID: 47995000000334360, RankID: 47995000000332228, DesignationID: 47995000000332243, KGID: KAR000000317, FirstName: Venkatesh, EmployeeDOB: 1982-10-03, GenderID: 1, BloodGroupID: 2, PhysicallyChallenged: false, AppointmentDate: 2010-11-09
  ROWID: 47995000000334771, EmployeeID: 318, DistrictID: 47995000000332120, UnitID: 47995000000334360, RankID: 47995000000332232, DesignationID: 47995000000332243, KGID: KAR000000318, FirstName: Vinay, EmployeeDOB: 1980-03-04, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2016-03-10
  ROWID: 47995000000334772, EmployeeID: 319, DistrictID: 47995000000332138, UnitID: 47995000000334360, RankID: 47995000000332223, DesignationID: 47995000000332239, KGID: KAR000000319, FirstName: Vinay, EmployeeDOB: 1990-06-11, GenderID: 1, BloodGroupID: 4, PhysicallyChallenged: false, AppointmentDate: 2021-11-25
  ROWID: 47995000000334773, EmployeeID: 320, DistrictID: 47995000000332121, UnitID: 47995000000334360, RankID: 47995000000332223, DesignationID: 47995000000332253, KGID: KAR000000320, FirstName: Deepak, EmployeeDOB: 1993-08-03, GenderID: 1, BloodGroupID: 4, PhysicallyChallenged: false, AppointmentDate: 2021-01-18
  ROWID: 47995000000334774, EmployeeID: 321, DistrictID: 47995000000332143, UnitID: 47995000000334361, RankID: 47995000000332223, DesignationID: 47995000000332244, KGID: KAR000000321, FirstName: Chandan, EmployeeDOB: 1986-05-08, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2013-07-08
  ROWID: 47995000000334775, EmployeeID: 322, DistrictID: 47995000000332136, UnitID: 47995000000334361, RankID: 47995000000332231, DesignationID: 47995000000332248, KGID: KAR000000322, FirstName: Jyothi, EmployeeDOB: 1989-03-18, GenderID: 2, BloodGroupID: 5, PhysicallyChallenged: false, AppointmentDate: 2016-08-14
  ROWID: 47995000000334776, EmployeeID: 323, DistrictID: 47995000000332127, UnitID: 47995000000334361, RankID: 47995000000332230, DesignationID: 47995000000332244, KGID: KAR000000323, FirstName: Shwetha, EmployeeDOB: 1982-03-04, GenderID: 2, BloodGroupID: 5, PhysicallyChallenged: false, AppointmentDate: 2016-07-10
  ROWID: 47995000000334777, EmployeeID: 324, DistrictID: 47995000000332146, UnitID: 47995000000334361, RankID: 47995000000332230, DesignationID: 47995000000332241, KGID: KAR000000324, FirstName: Saanvi, EmployeeDOB: 1972-04-05, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2011-04-24
  ROWID: 47995000000334778, EmployeeID: 325, DistrictID: 47995000000332148, UnitID: 47995000000334361, RankID: 47995000000332231, DesignationID: 47995000000332242, KGID: KAR000000325, FirstName: Arun, EmployeeDOB: 1993-11-04, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2017-03-08
  ROWID: 47995000000334779, EmployeeID: 326, DistrictID: 47995000000332121, UnitID: 47995000000334361, RankID: 47995000000332224, DesignationID: 47995000000332240, KGID: KAR000000326, FirstName: Karthik, EmployeeDOB: 1979-12-29, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2012-05-09
  ROWID: 47995000000334780, EmployeeID: 327, DistrictID: 47995000000332120, UnitID: 47995000000334361, RankID: 47995000000332227, DesignationID: 47995000000332253, KGID: KAR000000327, FirstName: Ratna, EmployeeDOB: 1989-12-18, GenderID: 2, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2014-04-23
  ROWID: 47995000000334781, EmployeeID: 328, DistrictID: 47995000000332121, UnitID: 47995000000334361, RankID: 47995000000332227, DesignationID: 47995000000332240, KGID: KAR000000328, FirstName: Bhagya, EmployeeDOB: 1994-01-03, GenderID: 2, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2024-03-22
  ROWID: 47995000000334782, EmployeeID: 329, DistrictID: 47995000000332119, UnitID: 47995000000334362, RankID: 47995000000332221, DesignationID: 47995000000332238, KGID: KAR000000329, FirstName: Shobha, EmployeeDOB: 1972-05-27, GenderID: 2, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2012-06-06
  ROWID: 47995000000334783, EmployeeID: 330, DistrictID: 47995000000332134, UnitID: 47995000000334362, RankID: 47995000000332222, DesignationID: 47995000000332252, KGID: KAR000000330, FirstName: Geeta, EmployeeDOB: 1998-12-25, GenderID: 2, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2021-01-26
  ROWID: 47995000000334784, EmployeeID: 331, DistrictID: 47995000000332140, UnitID: 47995000000334362, RankID: 47995000000332222, DesignationID: 47995000000332247, KGID: KAR000000331, FirstName: Tara, EmployeeDOB: 1988-09-24, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2015-02-18
  ROWID: 47995000000334785, EmployeeID: 332, DistrictID: 47995000000332134, UnitID: 47995000000334362, RankID: 47995000000332225, DesignationID: 47995000000332253, KGID: KAR000000332, FirstName: Nikhil, EmployeeDOB: 1982-11-27, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2014-03-27
  ROWID: 47995000000334786, EmployeeID: 333, DistrictID: 47995000000332129, UnitID: 47995000000334362, RankID: 47995000000332227, DesignationID: 47995000000332253, KGID: KAR000000333, FirstName: Ajay, EmployeeDOB: 2001-01-07, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2024-01-02
  ROWID: 47995000000334787, EmployeeID: 334, DistrictID: 47995000000332126, UnitID: 47995000000334362, RankID: 47995000000332227, DesignationID: 47995000000332249, KGID: KAR000000334, FirstName: Vihaan, EmployeeDOB: 1991-08-12, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2021-12-17
  ROWID: 47995000000334788, EmployeeID: 335, DistrictID: 47995000000332137, UnitID: 47995000000334362, RankID: 47995000000332222, DesignationID: 47995000000332245, KGID: KAR000000335, FirstName: Narasimha, EmployeeDOB: 1994-03-17, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2017-06-12
  ROWID: 47995000000334789, EmployeeID: 336, DistrictID: 47995000000332144, UnitID: 47995000000334362, RankID: 47995000000332230, DesignationID: 47995000000332250, KGID: KAR000000336, FirstName: Ananya, EmployeeDOB: 1996-11-21, GenderID: 2, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2025-01-14
  ROWID: 47995000000334790, EmployeeID: 337, DistrictID: 47995000000332138, UnitID: 47995000000334363, RankID: 47995000000332229, DesignationID: 47995000000332252, KGID: KAR000000337, FirstName: Yadunandan, EmployeeDOB: 1991-12-31, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2015-03-03
  ROWID: 47995000000334791, EmployeeID: 338, DistrictID: 47995000000332146, UnitID: 47995000000334363, RankID: 47995000000332227, DesignationID: 47995000000332246, KGID: KAR000000338, FirstName: Uma, EmployeeDOB: 1979-12-16, GenderID: 2, BloodGroupID: 2, PhysicallyChallenged: false, AppointmentDate: 2010-05-21
  ROWID: 47995000000334792, EmployeeID: 339, DistrictID: 47995000000332134, UnitID: 47995000000334363, RankID: 47995000000332228, DesignationID: 47995000000332245, KGID: KAR000000339, FirstName: Reyansh, EmployeeDOB: 1992-06-17, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2016-09-21
  ROWID: 47995000000334793, EmployeeID: 340, DistrictID: 47995000000332140, UnitID: 47995000000334363, RankID: 47995000000332222, DesignationID: 47995000000332242, KGID: KAR000000340, FirstName: Eashwar, EmployeeDOB: 1981-07-22, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2019-12-06
  ROWID: 47995000000334794, EmployeeID: 341, DistrictID: 47995000000332142, UnitID: 47995000000334363, RankID: 47995000000332225, DesignationID: 47995000000332251, KGID: KAR000000341, FirstName: Yadunandan, EmployeeDOB: 1991-04-29, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2017-07-25
  ROWID: 47995000000334795, EmployeeID: 342, DistrictID: 47995000000332135, UnitID: 47995000000334363, RankID: 47995000000332227, DesignationID: 47995000000332244, KGID: KAR000000342, FirstName: Akash, EmployeeDOB: 1989-05-27, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2012-08-28
  ROWID: 47995000000334796, EmployeeID: 343, DistrictID: 47995000000332139, UnitID: 47995000000334363, RankID: 47995000000332227, DesignationID: 47995000000332243, KGID: KAR000000343, FirstName: Vivaan, EmployeeDOB: 1984-11-17, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2019-01-06
  ROWID: 47995000000334797, EmployeeID: 344, DistrictID: 47995000000332129, UnitID: 47995000000334363, RankID: 47995000000332229, DesignationID: 47995000000332243, KGID: KAR000000344, FirstName: Yadunandan, EmployeeDOB: 1981-05-08, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2012-08-13
  ROWID: 47995000000334798, EmployeeID: 345, DistrictID: 47995000000332135, UnitID: 47995000000334364, RankID: 47995000000332230, DesignationID: 47995000000332238, KGID: KAR000000345, FirstName: Sharada, EmployeeDOB: 1982-12-17, GenderID: 2, BloodGroupID: 2, PhysicallyChallenged: false, AppointmentDate: 2021-04-18
  ROWID: 47995000000334799, EmployeeID: 346, DistrictID: 47995000000332127, UnitID: 47995000000334364, RankID: 47995000000332226, DesignationID: 47995000000332242, KGID: KAR000000346, FirstName: Arjun, EmployeeDOB: 1996-11-02, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2020-01-10
  ROWID: 47995000000334800, EmployeeID: 347, DistrictID: 47995000000332125, UnitID: 47995000000334364, RankID: 47995000000332224, DesignationID: 47995000000332249, KGID: KAR000000347, FirstName: Ramachandra, EmployeeDOB: 1993-07-08, GenderID: 1, BloodGroupID: 8, PhysicallyChallenged: false, AppointmentDate: 2018-10-11
  ROWID: 47995000000334801, EmployeeID: 348, DistrictID: 47995000000332123, UnitID: 47995000000334364, RankID: 47995000000332222, DesignationID: 47995000000332240, KGID: KAR000000348, FirstName: Shankar, EmployeeDOB: 1999-05-06, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2024-09-15
  ROWID: 47995000000334802, EmployeeID: 349, DistrictID: 47995000000332125, UnitID: 47995000000334364, RankID: 47995000000332224, DesignationID: 47995000000332240, KGID: KAR000000349, FirstName: Mahadev, EmployeeDOB: 1990-11-01, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2025-04-05
  ROWID: 47995000000334803, EmployeeID: 350, DistrictID: 47995000000332120, UnitID: 47995000000334364, RankID: 47995000000332227, DesignationID: 47995000000332239, KGID: KAR000000350, FirstName: Priya, EmployeeDOB: 2000-02-22, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2025-06-13
  ROWID: 47995000000334804, EmployeeID: 351, DistrictID: 47995000000332143, UnitID: 47995000000334364, RankID: 47995000000332229, DesignationID: 47995000000332238, KGID: KAR000000351, FirstName: Arun, EmployeeDOB: 1993-09-03, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2016-01-26
  ROWID: 47995000000334805, EmployeeID: 352, DistrictID: 47995000000332132, UnitID: 47995000000334364, RankID: 47995000000332222, DesignationID: 47995000000332242, KGID: KAR000000352, FirstName: Vijaya, EmployeeDOB: 1976-02-06, GenderID: 2, BloodGroupID: 5, PhysicallyChallenged: false, AppointmentDate: 2010-04-23
